numpurch,age,totdol,female,adB,res,validation
12.0,28,157.93,0,1,0,1
44.0,34,120.52,1,1,0,0
11.0,25,713.82,0,1,0,1
92.0,35,136.36,1,1,0,0
92.0,33,273.9,1,1,0,1
91.0,35,570.33,1,1,0,0
48.0,36,531.12,1,1,0,1
8.0,30,492.77,0,1,0,0
99.0,28,262.13,0,0,0,1
87.0,32,142.04,0,0,0,0
10.0,32,379.69,1,1,0,1
100.0,29,141.24,1,1,0,0
8.0,36,271.75,0,1,0,1
113.0,32,286.85,0,1,1,0
90.0,31,462.9,0,0,0,1
8.0,31,284.88,0,1,0,0
9.0,28,689.87,0,0,0,1
52.0,35,195.48,1,1,0,0
52.0,31,190.45,0,0,0,1
10.0,37,117.07,1,0,0,0
6.0,35,457.76,0,0,0,1
88.0,31,266.25,1,1,0,0
50.0,25,330.79,0,0,0,1
45.0,31,119.24,0,1,0,0
37.0,27,331.17,0,0,0,1
6.0,32,287.15,0,0,0,0
44.0,29,445.66,0,1,0,1
11.0,31,387.22,0,1,0,0
88.0,28,123.38,1,0,0,1
37.0,27,283.94,1,1,0,0
81.0,33,210.41,0,1,0,1
9.0,32,132.08,0,0,0,0
43.0,34,139.26,0,0,0,1
5.0,32,224.14,1,1,0,0
6.0,24,177.5,1,1,0,1
57.0,25,393.67,1,0,0,0
89.0,31,161.37,0,0,0,1
8.0,29,177.81,1,0,0,0
79.0,32,195.26,0,1,0,1
45.0,33,291.23,0,0,0,0
84.0,41,181.6,0,0,0,1
11.0,30,405.84,1,1,0,0
48.0,23,339.39,0,1,0,1
93.0,39,126.71,0,0,0,0
11.0,26,116.09,0,1,0,1
86.0,34,422.23,0,0,0,0
14.0,29,288.97,1,1,0,1
12.0,23,378.82,1,0,0,0
48.0,26,202.31,1,1,0,1
96.0,28,193.15,0,1,0,0
100.0,35,147.68,0,1,0,1
10.0,30,130.47,0,0,0,0
9.0,32,224.13,1,1,0,1
55.0,23,400.8,0,0,0,0
8.0,36,235.45,0,1,0,1
56.0,34,271.93,0,1,0,0
59.0,27,338.49,1,0,0,1
15.0,29,240.37,1,0,0,0
44.0,29,397.16,1,1,0,1
14.0,37,105.83,0,0,0,0
35.0,33,281.23,1,0,0,1
16.0,32,106.24,0,0,0,0
12.0,29,344.31,0,0,0,1
93.0,31,124.71,0,1,0,0
31.0,26,162.03,0,1,0,1
45.0,30,299.46,0,0,0,0
48.0,25,268.78,1,1,0,1
9.0,31,400.0,0,0,0,0
14.0,35,114.28,0,0,0,1
88.0,30,229.36,1,0,0,0
6.0,23,197.42,0,0,0,1
6.0,28,265.72,0,1,0,0
72.0,34,218.9,1,1,0,1
11.0,28,158.41,1,0,0,0
7.0,25,529.24,0,1,0,1
4.0,31,329.33,1,1,0,0
81.0,32,323.36,0,1,0,1
13.0,26,189.55,1,0,0,0
39.0,27,184.87,0,0,0,1
7.0,30,481.81,0,1,0,0
82.0,24,399.88,1,1,0,1
52.0,27,102.12,0,1,0,0
9.0,29,204.59,0,0,0,1
49.0,33,229.49,0,1,0,0
88.0,23,379.32,1,1,0,1
11.0,35,240.82,1,0,0,0
97.0,36,210.2,1,1,1,1
45.0,30,174.83,1,0,0,0
18.0,27,163.86,1,1,0,1
82.0,25,110.86,0,1,0,0
9.0,26,155.42,0,0,0,1
8.0,34,169.29,1,1,0,0
10.0,29,132.39,1,0,0,1
7.0,25,206.47,0,0,0,0
50.0,32,263.05,0,1,0,1
100.0,33,155.05,1,0,1,0
90.0,26,206.1,1,0,0,1
40.0,29,289.27,0,0,0,0
46.0,30,324.44,0,0,0,1
93.0,31,199.94,0,0,0,0
10.0,31,222.09,0,0,0,1
43.0,27,274.5,0,0,0,0
10.0,31,115.76,0,0,0,1
82.0,37,141.8,0,1,0,0
81.0,33,204.31,1,0,1,1
10.0,31,103.66,1,1,0,0
89.0,28,250.64,1,1,0,1
74.0,29,319.56,0,1,0,0
12.0,22,283.94,1,1,0,1
67.0,31,201.1,0,1,0,0
107.0,30,297.13,1,1,0,1
13.0,27,319.51,1,1,0,0
14.0,28,228.44,1,0,0,1
78.0,34,203.8,1,0,0,0
50.0,29,380.71,0,0,0,1
65.0,26,114.97,1,1,0,0
20.0,24,113.13,1,0,0,1
50.0,22,202.34,0,1,0,0
95.0,32,131.51,1,0,0,1
9.0,34,330.86,0,0,0,0
50.0,27,100.6,1,1,0,1
13.0,26,346.83,0,1,0,0
6.0,30,323.21,1,0,0,1
9.0,32,428.97,1,0,0,0
15.0,29,235.76,1,0,0,1
13.0,23,222.33,0,1,0,0
53.0,33,374.69,0,1,0,1
84.0,30,217.56,1,0,0,0
9.0,31,280.5,0,1,0,1
12.0,29,203.03,0,1,0,0
50.0,24,287.43,0,1,0,1
8.0,25,336.48,1,0,0,0
56.0,35,157.14,0,0,0,1
45.0,28,204.59,1,0,0,0
48.0,32,170.82,1,0,0,1
96.0,31,115.3,1,0,0,0
9.0,23,149.71,1,0,0,1
104.0,28,309.98,0,0,0,0
47.0,26,185.35,1,1,0,1
6.0,36,207.01,0,0,0,0
91.0,30,201.01,0,1,0,1
85.0,22,198.97,0,0,0,0
70.0,34,134.86,1,0,0,1
96.0,27,335.98,1,0,0,0
11.0,28,113.64,0,1,0,1
41.0,40,240.32,0,1,0,0
60.0,30,191.73,0,1,0,1
5.0,32,214.18,0,0,0,0
51.0,27,171.73,0,1,0,1
54.0,25,421.42,1,1,0,0
10.0,37,294.73,0,0,0,1
54.0,36,204.13,0,0,0,0
56.0,27,291.46,1,0,0,1
6.0,29,354.52,0,0,0,0
18.0,26,114.95,1,1,0,1
52.0,29,171.51,0,0,0,0
43.0,24,185.57,1,0,0,1
45.0,29,261.03,0,0,0,0
5.0,26,548.12,0,1,0,1
12.0,32,507.67,1,1,0,0
54.0,33,108.6,1,0,0,1
17.0,25,123.01,0,0,0,0
76.0,29,179.15,0,1,0,1
80.0,27,145.67,0,0,0,0
90.0,33,277.93,0,0,0,1
12.0,26,310.17,0,0,0,0
14.0,28,274.9,1,0,0,1
10.0,23,313.28,0,1,0,0
52.0,28,307.51,0,0,0,1
10.0,35,180.06,0,1,0,0
86.0,34,244.83,1,1,0,1
90.0,34,193.7,0,0,0,0
9.0,31,235.68,0,1,0,1
12.0,31,192.71,0,1,0,0
40.0,27,185.65,0,0,0,1
8.0,32,200.83,1,1,0,0
11.0,38,253.42,0,1,0,1
51.0,31,482.57,1,1,0,0
65.0,32,158.84,0,0,0,1
49.0,31,160.56,0,1,0,0
7.0,23,129.75,0,0,0,1
83.0,31,151.38,0,1,0,0
13.0,31,106.85,0,0,0,1
86.0,32,199.04,1,0,0,0
82.0,39,202.92,0,1,0,1
82.0,29,267.2,1,1,0,0
82.0,38,307.5,0,1,0,1
45.0,26,238.1,0,1,0,0
10.0,27,412.91,1,1,0,1
11.0,30,668.27,0,1,0,0
101.0,29,352.71,1,0,1,1
88.0,35,235.02,1,0,0,0
9.0,30,470.0,1,1,0,1
11.0,27,424.28,1,1,0,0
86.0,27,367.23,0,0,0,1
63.0,25,175.32,0,1,0,0
86.0,34,238.79,0,1,0,1
47.0,36,394.09,0,0,0,0
8.0,31,232.45,0,0,0,1
43.0,35,261.81,1,1,0,0
44.0,27,109.82,1,1,0,1
6.0,36,475.44,0,0,0,0
55.0,23,188.81,1,1,0,1
39.0,24,393.67,1,0,0,0
6.0,33,376.46,1,1,0,1
53.0,31,101.67,1,0,0,0
41.0,35,333.85,1,1,0,1
11.0,30,221.48,0,1,0,0
9.0,33,397.13,0,0,0,1
53.0,38,406.23,0,1,1,0
8.0,36,614.11,0,0,0,1
10.0,27,146.18,0,1,0,0
82.0,28,156.93,0,0,0,1
56.0,27,162.78,1,1,0,0
9.0,32,469.12,0,0,0,1
69.0,36,135.74,1,1,0,0
10.0,29,315.57,1,1,0,1
56.0,31,199.73,1,1,0,0
72.0,31,327.12,0,1,0,1
53.0,26,182.11,0,0,0,0
11.0,25,344.54,0,1,0,1
54.0,24,288.81,1,0,0,0
54.0,26,427.05,1,0,0,1
74.0,28,281.01,0,1,0,0
15.0,31,289.08,1,1,0,1
55.0,30,128.89,0,0,0,0
77.0,26,353.21,0,0,0,1
76.0,31,453.52,0,1,0,0
58.0,35,298.3,0,1,0,1
92.0,25,275.15,1,1,0,0
8.0,40,291.18,0,0,0,1
48.0,32,281.5,1,0,0,0
80.0,33,199.49,1,0,0,1
53.0,29,292.17,0,0,0,0
11.0,31,182.72,0,0,0,1
6.0,26,325.37,0,0,0,0
92.0,31,435.56,0,1,0,1
12.0,31,474.15,1,0,0,0
99.0,22,161.11,0,1,1,1
80.0,28,718.8,1,0,0,0
5.0,35,271.14,0,1,0,1
58.0,33,280.1,0,1,0,0
15.0,38,112.23,0,1,0,1
101.0,35,365.28,1,0,0,0
41.0,30,199.24,0,1,0,1
46.0,27,492.34,0,1,0,0
48.0,36,206.71,0,1,0,1
14.0,36,156.23,1,0,0,0
77.0,27,258.99,1,1,0,1
6.0,24,125.1,1,1,0,0
102.0,33,232.75,1,0,0,1
68.0,35,314.58,0,0,0,0
86.0,37,313.89,1,1,0,1
15.0,27,378.89,0,1,0,0
3.0,25,380.44,1,0,0,1
54.0,30,462.66,0,0,0,0
56.0,34,514.66,1,0,0,1
51.0,25,400.26,1,0,0,0
77.0,32,134.91,1,0,0,1
61.0,28,394.18,1,1,0,0
100.0,27,521.06,1,1,0,1
14.0,31,187.16,0,0,0,0
99.0,19,314.38,0,1,0,1
9.0,29,284.0,1,0,0,0
84.0,28,245.76,0,0,0,1
7.0,42,306.14,0,1,0,0
97.0,28,304.49,0,0,0,1
55.0,36,368.33,0,1,0,0
45.0,29,116.16,0,0,0,1
87.0,40,153.64,0,1,0,0
99.0,31,228.67,0,0,0,1
8.0,27,189.08,0,1,0,0
48.0,35,199.46,1,0,0,1
56.0,22,171.41,0,1,0,0
6.0,28,192.51,1,1,0,1
95.0,27,221.19,0,1,0,0
98.0,35,287.58,1,0,0,1
18.0,31,164.22,1,1,0,0
65.0,30,279.01,1,1,0,1
84.0,28,402.94,0,0,0,0
91.0,27,255.52,1,1,0,1
47.0,32,155.29,1,1,0,0
50.0,28,537.54,0,0,0,1
7.0,23,211.31,1,0,0,0
15.0,27,367.76,0,0,0,1
14.0,24,128.25,0,1,0,0
47.0,21,404.18,0,1,0,1
78.0,27,301.34,1,0,0,0
54.0,28,318.5,0,0,0,1
53.0,28,275.83,1,1,0,0
87.0,34,138.01,0,1,1,1
89.0,32,287.25,0,1,0,0
10.0,37,149.78,0,1,0,1
11.0,27,141.88,1,0,0,0
9.0,31,137.11,1,0,0,1
61.0,26,183.72,1,0,0,0
79.0,31,187.34,0,0,1,1
94.0,28,197.95,1,0,1,0
8.0,27,132.88,0,1,0,1
45.0,23,136.46,0,0,0,0
92.0,39,315.3,1,1,0,1
50.0,31,689.39,0,0,0,0
51.0,32,119.02,0,1,0,1
12.0,30,188.17,0,1,0,0
80.0,25,238.24,0,0,0,1
92.0,33,258.96,0,0,0,0
41.0,24,172.81,1,0,0,1
11.0,36,264.98,1,0,0,0
12.0,31,137.22,0,0,1,1
91.0,29,150.45,0,0,0,0
80.0,23,157.34,0,1,0,1
60.0,35,148.37,1,1,0,0
8.0,33,618.93,0,1,0,1
35.0,25,244.22,0,1,0,0
7.0,29,272.45,0,0,0,1
92.0,39,242.59,0,0,0,0
98.0,36,145.95,0,0,0,1
49.0,30,100.06,1,0,0,0
6.0,25,198.25,0,1,0,1
43.0,24,267.83,0,1,0,0
53.0,33,141.92,0,0,0,1
9.0,32,112.25,1,1,0,0
102.0,25,251.61,1,1,1,1
65.0,27,362.65,0,1,0,0
86.0,39,460.32,1,1,0,1
96.0,31,395.0,1,1,1,0
82.0,30,168.33,1,0,0,1
9.0,28,142.03,0,0,0,0
90.0,29,149.92,1,0,0,1
7.0,23,158.03,0,0,0,0
8.0,30,234.56,1,0,0,1
49.0,29,180.55,1,0,0,0
7.0,26,170.25,1,1,0,1
92.0,26,418.15,1,1,0,0
49.0,19,299.33,0,1,0,1
93.0,39,350.47,1,0,0,0
44.0,29,294.78,1,1,0,1
9.0,29,174.14,1,0,0,0
90.0,31,287.28,0,1,0,1
68.0,28,406.13,0,0,0,0
8.0,24,120.99,0,0,0,1
53.0,30,218.78,0,1,0,0
93.0,28,550.73,1,0,0,1
88.0,33,285.21,0,0,0,0
53.0,27,280.91,1,1,0,1
58.0,34,341.14,0,0,0,0
108.0,29,424.29,0,1,0,1
50.0,32,241.79,0,0,0,0
47.0,38,103.43,0,1,0,1
8.0,30,211.56,0,0,0,0
12.0,36,172.92,1,1,0,1
42.0,23,366.14,0,0,0,0
13.0,31,168.94,0,0,0,1
42.0,33,202.85,0,1,0,0
41.0,32,190.73,1,0,0,1
12.0,23,163.08,0,1,0,0
38.0,27,439.44,0,0,0,1
13.0,28,524.59,0,1,0,0
47.0,25,129.7,0,1,0,1
51.0,38,134.01,1,1,0,0
10.0,32,328.15,0,1,0,1
48.0,26,361.55,0,0,0,0
93.0,33,258.09,1,1,1,1
11.0,26,305.13,0,0,0,0
51.0,28,142.44,0,1,0,1
59.0,28,425.12,1,0,0,0
52.0,22,106.2,0,0,0,1
86.0,29,152.97,0,0,0,0
96.0,35,346.59,1,1,1,1
88.0,31,144.84,1,0,0,0
9.0,30,285.78,1,1,0,1
46.0,36,281.83,0,1,0,0
79.0,33,151.18,0,0,0,1
4.0,21,365.67,0,0,0,0
8.0,27,206.33,1,0,0,1
50.0,36,128.35,0,1,0,0
51.0,22,184.21,0,1,0,1
56.0,33,165.93,1,1,0,0
50.0,32,442.2,0,0,0,1
51.0,29,186.19,1,1,0,0
96.0,29,274.96,0,0,0,1
87.0,26,150.78,0,0,0,0
97.0,31,159.57,1,1,0,1
13.0,30,426.52,0,0,0,0
52.0,30,686.49,1,0,0,1
84.0,24,257.34,1,1,0,0
9.0,38,276.05,0,0,0,1
62.0,33,202.98,0,1,0,0
43.0,38,171.89,1,1,0,1
45.0,28,452.22,0,0,0,0
43.0,33,173.62,1,0,0,1
9.0,28,250.72,0,0,0,0
99.0,29,313.63,0,0,0,1
70.0,27,293.75,0,0,0,0
6.0,27,223.15,0,1,0,1
49.0,31,171.48,0,1,0,0
60.0,36,336.74,1,1,0,1
11.0,29,231.8,1,1,0,0
91.0,27,133.73,1,0,1,1
91.0,28,381.45,1,0,0,0
98.0,31,211.28,0,0,0,1
96.0,30,349.32,1,1,0,0
56.0,25,363.96,0,1,0,1
53.0,26,479.17,1,1,0,0
101.0,28,100.91,0,1,0,1
17.0,29,303.62,1,1,0,0
11.0,32,341.49,0,0,0,1
15.0,29,337.57,0,1,0,0
49.0,25,194.97,1,0,0,1
36.0,33,115.29,1,1,0,0
10.0,29,187.93,1,0,0,1
88.0,34,355.6,1,0,0,0
100.0,28,161.06,1,0,0,1
58.0,29,193.42,0,0,0,0
55.0,31,174.23,0,1,0,1
9.0,31,279.28,0,0,0,0
13.0,24,394.63,0,0,0,1
51.0,29,119.96,0,1,0,0
92.0,37,590.61,1,0,1,1
108.0,27,230.4,0,1,1,0
12.0,32,112.81,1,1,0,1
40.0,25,308.36,0,0,0,0
94.0,27,102.16,0,0,0,1
8.0,29,238.75,1,0,0,0
94.0,33,242.43,0,1,0,1
11.0,24,209.54,1,1,0,0
7.0,35,232.26,1,0,0,1
35.0,30,354.81,0,0,0,0
5.0,30,293.5,0,1,0,1
3.0,38,181.56,0,0,0,0
39.0,34,221.2,0,1,0,1
8.0,22,393.57,0,0,0,0
40.0,35,502.41,0,1,0,1
48.0,23,318.42,0,0,0,0
5.0,29,260.33,0,1,0,1
12.0,32,181.71,1,1,0,0
86.0,31,136.68,0,0,0,1
43.0,27,100.63,1,0,0,0
80.0,29,203.59,1,0,0,1
50.0,37,153.01,0,0,0,0
50.0,22,113.9,1,1,0,1
59.0,33,236.22,0,1,0,0
64.0,32,594.93,0,0,0,1
56.0,23,104.5,0,0,0,0
90.0,36,197.48,0,0,0,1
6.0,37,114.27,0,0,0,0
15.0,30,341.23,1,0,0,1
65.0,30,245.83,0,1,0,0
47.0,31,205.58,1,0,0,1
57.0,30,325.62,1,1,0,0
62.0,35,105.95,0,1,0,1
8.0,30,209.98,0,1,0,0
46.0,37,252.33,1,0,0,1
6.0,27,157.72,0,0,0,0
10.0,27,320.31,1,1,0,1
96.0,27,227.79,0,1,0,0
10.0,32,168.94,1,0,0,1
49.0,29,476.93,0,1,0,0
39.0,38,301.15,0,1,0,1
100.0,25,402.9,1,1,0,0
108.0,31,200.66,1,0,1,1
92.0,29,108.77,1,1,0,0
12.0,25,265.85,0,1,0,1
85.0,32,137.88,1,0,0,0
15.0,39,151.25,0,1,0,1
55.0,38,444.88,1,0,0,0
59.0,31,132.0,0,1,0,1
88.0,26,156.74,1,0,0,0
13.0,27,293.4,0,0,0,1
88.0,21,139.72,1,1,0,0
7.0,24,134.11,1,1,0,1
82.0,30,351.01,1,1,0,0
9.0,35,100.82,0,1,0,1
58.0,31,190.6,0,0,0,0
54.0,26,164.46,0,0,0,1
90.0,27,129.55,0,1,1,0
87.0,33,285.46,1,0,0,1
47.0,28,156.63,1,1,0,0
11.0,33,174.82,0,1,0,1
53.0,25,239.62,0,1,0,0
6.0,35,394.13,0,1,0,1
12.0,34,245.46,1,0,0,0
53.0,37,161.04,1,1,0,1
100.0,27,192.45,0,0,1,0
102.0,29,225.09,1,1,0,1
45.0,24,349.12,0,0,0,0
14.0,38,351.83,0,0,0,1
17.0,37,303.66,0,1,0,0
15.0,28,303.59,0,0,0,1
81.0,26,332.39,1,1,0,0
8.0,29,180.98,1,1,0,1
78.0,34,111.83,0,0,0,0
62.0,33,346.83,0,1,0,1
48.0,33,540.06,1,1,0,0
93.0,28,318.6,1,0,1,1
53.0,23,392.21,1,0,0,0
78.0,25,101.63,0,1,0,1
52.0,30,285.36,0,0,0,0
9.0,39,142.89,1,1,0,1
11.0,28,302.87,1,0,0,0
10.0,36,424.82,0,0,0,1
45.0,27,136.2,0,1,0,0
60.0,24,155.79,0,1,0,1
9.0,35,324.61,0,1,0,0
15.0,29,353.65,0,1,0,1
45.0,32,133.06,0,0,0,0
92.0,31,193.3,0,0,0,1
15.0,28,208.7,1,0,0,0
98.0,20,483.42,0,0,0,1
8.0,33,214.65,1,0,0,0
41.0,28,323.39,1,0,0,1
79.0,30,193.3,1,1,0,0
9.0,25,378.19,1,0,0,1
88.0,27,114.05,0,1,0,0
7.0,30,138.99,1,0,0,1
48.0,35,245.46,1,1,0,0
17.0,40,190.12,1,1,0,1
101.0,31,126.09,0,1,1,0
16.0,35,103.18,1,1,0,1
49.0,28,111.38,0,0,0,0
14.0,27,323.03,0,1,0,1
96.0,31,426.3,1,0,0,0
96.0,29,200.15,0,0,1,1
12.0,29,212.26,0,1,0,0
16.0,33,166.13,0,1,0,1
53.0,29,301.93,0,0,0,0
54.0,33,419.14,0,0,0,1
59.0,35,610.8,0,1,0,0
43.0,33,348.55,1,1,0,1
38.0,32,144.82,0,1,0,0
45.0,27,203.63,0,0,0,1
59.0,34,132.93,1,1,0,0
14.0,31,245.47,0,0,0,1
71.0,23,252.52,1,0,0,0
96.0,31,250.84,1,1,0,1
97.0,28,119.93,1,0,0,0
77.0,30,390.13,0,1,0,1
81.0,31,338.99,0,0,0,0
81.0,29,164.31,0,1,0,1
88.0,28,263.28,0,0,0,0
14.0,29,245.15,0,0,0,1
6.0,28,181.87,1,0,0,0
14.0,31,210.31,0,0,0,1
47.0,27,232.77,0,1,0,0
104.0,35,410.82,0,0,1,1
47.0,26,208.66,0,1,0,0
99.0,23,232.34,1,1,0,1
8.0,34,214.0,0,1,0,0
52.0,25,130.67,1,1,0,1
46.0,26,184.89,0,0,0,0
87.0,21,109.46,1,1,0,1
57.0,32,270.19,1,1,0,0
41.0,30,127.19,1,1,0,1
58.0,39,318.83,1,1,0,0
103.0,30,126.03,1,1,1,1
8.0,29,322.64,1,1,0,0
61.0,25,446.0,0,1,0,1
79.0,28,246.58,1,1,0,0
10.0,28,220.56,0,0,0,1
7.0,23,256.55,1,0,0,0
48.0,39,159.71,1,1,0,1
55.0,26,126.58,1,0,0,0
83.0,30,128.21,1,1,0,1
93.0,31,229.6,0,0,0,0
9.0,34,138.74,0,1,0,1
79.0,22,108.79,1,1,0,0
39.0,27,140.15,0,0,0,1
11.0,29,557.74,0,0,0,0
61.0,28,299.92,0,0,0,1
38.0,20,223.57,0,1,0,0
9.0,25,384.51,0,0,0,1
51.0,23,123.63,0,0,0,0
10.0,32,139.0,1,1,0,1
84.0,34,601.98,0,1,1,0
9.0,31,248.42,0,1,0,1
54.0,29,122.09,0,0,0,0
86.0,36,244.97,1,0,0,1
48.0,30,263.61,0,0,0,0
8.0,28,202.81,1,0,0,1
51.0,27,109.27,0,0,0,0
49.0,34,291.61,0,1,0,1
94.0,35,106.84,1,0,0,0
43.0,36,505.54,1,0,0,1
10.0,28,180.22,1,1,0,0
47.0,30,342.28,0,1,0,1
91.0,29,162.48,0,0,0,0
89.0,27,179.49,0,0,0,1
10.0,24,253.4,1,0,0,0
9.0,28,387.29,0,1,0,1
51.0,26,204.9,0,0,0,0
52.0,32,274.09,0,0,0,1
49.0,27,467.1,1,0,0,0
49.0,32,566.78,1,1,0,1
11.0,33,318.31,1,0,0,0
88.0,33,345.92,1,0,0,1
31.0,31,192.44,1,1,0,0
88.0,34,347.74,0,1,0,1
98.0,30,407.77,0,1,0,0
8.0,36,151.04,0,0,0,1
10.0,39,469.16,0,0,0,0
88.0,27,126.19,0,0,0,1
44.0,42,268.42,0,0,0,0
76.0,25,199.74,0,1,0,1
16.0,39,207.75,0,1,0,0
94.0,35,134.95,0,0,0,1
62.0,30,102.06,1,1,0,0
89.0,26,250.66,0,0,0,1
71.0,34,415.14,0,1,0,0
10.0,28,143.64,0,0,0,1
5.0,32,613.31,1,0,0,0
98.0,21,269.12,0,0,0,1
41.0,22,628.83,1,0,0,0
46.0,32,176.19,1,1,0,1
61.0,29,163.59,0,0,0,0
104.0,33,206.05,0,0,0,1
55.0,37,101.6,0,0,0,0
77.0,30,177.61,0,0,0,1
52.0,32,114.65,1,0,0,0
86.0,28,213.27,0,1,0,1
53.0,31,408.32,1,1,0,0
85.0,38,165.85,0,0,0,1
68.0,30,100.7,1,1,0,0
7.0,26,144.23,1,1,0,1
94.0,24,204.47,1,1,0,0
90.0,30,120.98,1,0,0,1
70.0,21,251.2,0,0,0,0
48.0,27,365.11,1,0,0,1
45.0,37,279.9,1,1,0,0
89.0,32,291.93,0,1,1,1
44.0,38,236.11,0,0,0,0
60.0,33,422.82,0,0,0,1
57.0,27,211.21,0,0,0,0
93.0,34,157.82,1,0,0,1
8.0,30,306.52,1,0,0,0
52.0,21,365.76,1,1,0,1
13.0,30,200.14,0,0,0,0
12.0,34,256.91,0,1,0,1
42.0,41,252.11,1,0,0,0
52.0,24,171.48,1,1,0,1
57.0,33,129.55,0,0,0,0
98.0,27,213.29,1,1,0,1
12.0,28,202.48,0,0,0,0
9.0,27,150.27,1,1,0,1
10.0,31,106.35,1,0,0,0
5.0,34,526.76,0,0,0,1
85.0,35,131.07,0,0,0,0
60.0,26,332.52,1,0,0,1
98.0,21,110.76,0,0,0,0
96.0,34,128.56,0,0,0,1
7.0,34,304.97,1,1,0,0
11.0,33,108.97,0,0,0,1
40.0,21,322.55,0,0,0,0
11.0,35,167.62,1,0,0,1
9.0,32,221.19,1,0,0,0
16.0,24,200.1,0,0,0,1
49.0,32,151.16,0,0,0,0
11.0,29,195.57,0,0,0,1
42.0,30,409.88,0,0,0,0
75.0,25,264.77,0,0,0,1
7.0,30,160.45,0,0,0,0
79.0,29,319.11,1,1,0,1
10.0,32,482.9,1,0,0,0
6.0,35,141.05,0,1,0,1
5.0,29,480.06,1,1,0,0
77.0,31,193.05,1,0,0,1
13.0,37,204.16,0,1,0,0
103.0,30,132.75,1,1,0,1
7.0,27,153.22,0,1,0,0
45.0,28,153.93,0,1,0,1
89.0,40,145.6,0,1,0,0
51.0,26,315.28,1,0,0,1
7.0,35,405.23,0,1,0,0
92.0,27,579.64,0,1,0,1
10.0,29,402.49,1,0,0,0
38.0,26,175.51,0,0,0,1
83.0,32,632.07,0,1,0,0
9.0,25,154.21,1,0,0,1
88.0,32,134.91,1,0,0,0
42.0,29,291.95,0,0,0,1
16.0,36,358.73,1,0,0,0
92.0,22,223.43,1,1,0,1
90.0,30,127.35,0,1,0,0
89.0,31,169.65,1,1,0,1
11.0,42,135.3,1,0,0,0
9.0,27,362.33,1,0,0,1
93.0,26,191.4,1,1,0,0
38.0,34,360.32,1,1,0,1
45.0,24,293.54,0,1,0,0
10.0,32,142.08,1,0,0,1
79.0,35,354.56,0,1,1,0
46.0,42,309.6,1,1,0,1
55.0,25,112.94,0,1,0,0
90.0,41,276.01,0,0,1,1
49.0,36,148.2,1,1,0,0
46.0,28,390.84,0,1,0,1
39.0,27,232.19,0,1,0,0
12.0,29,376.41,0,0,0,1
88.0,30,183.1,1,1,0,0
96.0,40,355.06,0,1,0,1
12.0,32,252.31,0,0,0,0
8.0,25,204.85,1,1,0,1
5.0,21,129.88,1,1,0,0
98.0,27,308.59,1,1,0,1
53.0,33,381.67,0,0,0,0
12.0,24,180.91,1,0,0,1
11.0,20,268.17,0,1,0,0
85.0,29,147.59,0,1,0,1
47.0,36,450.32,1,0,0,0
6.0,31,231.54,0,1,0,1
99.0,27,179.76,1,0,0,0
94.0,37,195.75,1,1,0,1
78.0,30,354.47,0,1,0,0
49.0,28,183.03,0,0,0,1
9.0,32,274.67,1,1,0,0
7.0,33,439.02,0,0,0,1
48.0,33,300.33,1,0,0,0
80.0,31,209.31,1,1,0,1
90.0,21,207.44,1,0,0,0
55.0,26,182.55,1,0,0,1
91.0,28,127.98,1,0,0,0
52.0,32,114.3,0,0,0,1
39.0,25,209.92,1,1,0,0
10.0,34,503.38,1,0,0,1
44.0,28,405.82,1,0,0,0
86.0,32,266.51,0,0,0,1
44.0,25,451.6,1,1,0,0
60.0,28,128.75,1,0,0,1
56.0,31,189.33,1,0,0,0
50.0,24,210.74,1,0,0,1
16.0,27,105.32,0,1,0,0
9.0,23,707.92,0,1,0,1
9.0,30,193.84,0,0,0,0
15.0,27,146.89,1,1,0,1
44.0,22,386.72,0,0,0,0
12.0,36,268.88,0,0,0,1
8.0,32,402.51,1,1,0,0
85.0,33,350.25,0,0,0,1
15.0,24,122.28,1,0,0,0
93.0,32,135.8,0,1,1,1
16.0,40,138.9,0,0,0,0
112.0,31,122.42,0,0,0,1
46.0,26,326.44,0,0,0,0
51.0,29,297.45,0,0,0,1
8.0,28,379.59,0,0,0,0
6.0,28,247.12,0,0,0,1
67.0,23,400.15,1,1,0,0
56.0,24,112.99,0,0,0,1
7.0,27,581.17,0,1,0,0
41.0,28,236.69,0,0,0,1
9.0,36,146.55,0,0,0,0
104.0,27,342.74,0,0,0,1
13.0,26,157.69,0,0,0,0
7.0,34,230.35,0,1,0,1
12.0,29,118.52,1,0,0,0
52.0,30,246.37,1,1,0,1
87.0,32,158.24,1,1,0,0
50.0,32,270.23,1,1,0,1
94.0,32,561.15,1,1,0,0
57.0,19,207.16,1,1,0,1
9.0,35,207.73,1,1,0,0
79.0,29,171.67,0,0,1,1
109.0,30,174.49,1,1,0,0
10.0,35,144.9,0,0,0,1
86.0,33,259.02,1,1,0,0
79.0,39,164.69,1,1,0,1
97.0,33,127.73,1,0,0,0
94.0,35,483.9,1,1,1,1
11.0,33,136.59,0,0,0,0
8.0,33,485.83,0,0,0,1
41.0,26,221.68,1,0,0,0
106.0,35,228.61,0,0,0,1
3.0,28,488.91,1,1,0,0
92.0,29,143.33,1,0,0,1
47.0,31,222.43,0,0,0,0
9.0,21,129.67,0,1,0,1
57.0,25,239.79,0,1,0,0
